,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
234,Boone,WV,0.749,0.206,8654,6483,1783,0.756,0.226,9012,6816,2041,38.01974191,-81.69888019,408,3,23236,11530,11706,0.6,97.8,0.8,0,0.2,0,18103,37955,2690,20992,1091,24.4,38.5,24.4,22.3,22,18.5,12.8,86.8,7.1,0,2.6,1.2,2.3,32.9,7030,79.5,16.8,3.6,0,10.6
803,Douglas,MN,0.646,0.288,21623,13966,6227,0.655,0.326,24120,15799,7868,45.93348491,-95.45335469,859,4,36891,18510,18381,1.5,96.2,0.6,0.3,0.1,0,28915,58667,2623,33336,1577,8.4,9,35.4,15.9,22.7,9.9,16.1,83.9,6.1,0.5,1.9,1,6.7,17.7,19119,78.9,13.6,7.4,0.1,3.1
706,Dallas,MO,0.792,0.171,7440,5895,1271,0.815,0.17,8122,6620,1380,37.6811355,-93.02127031,406,2,16441,8117,8324,1.9,94.9,0,0.7,0.2,0,12515,41441,3680,19647,1998,15.7,22.6,26.5,19.1,21.3,11.5,21.6,76.5,14.1,0.3,2,3.4,3.8,33.1,5978,79.2,8.7,11.5,0.5,7.8
1713,Lunenburg,VA,0.575,0.399,5577,3206,2226,0.594,0.4,6038,3586,2413,36.94618528,-78.24133319,156,4,12369,6367,6002,4.3,59.9,30.8,0.1,3.2,0,9789,39537,3382,18555,1071,18.6,27.9,23.1,21.2,19.8,15.7,20.2,77.9,10.2,0.8,1.4,4.9,4.8,29.1,4694,70.4,23.1,5.9,0.6,4.5
403,Carter,KY,0.738,0.222,10274,7587,2276,0.757,0.228,11585,8775,2642,38.31690743,-83.05092385,396,4,27385,13462,13923,0.9,96.8,0.8,0.4,0.1,0,21136,35095,2851,18477,1044,21.5,28.3,24.6,19.9,26.5,13.4,15.6,79.6,12.6,0.2,4.2,0.8,2.6,30.3,9584,75.4,18,6.5,0.1,10
165,Bee,TX,0.561,0.407,8458,4743,3443,0.638,0.349,9405,5999,3280,28.41761668,-97.74215593,1868,39,32729,19883,12846,58.2,32.2,8.2,0.5,0.5,0,24925,45415,4540,17504,1095,19.7,31.8,20.9,24.2,26.1,12.1,16.7,80.3,12.6,0,2.6,1.8,2.6,21.9,10125,71,23.3,5.5,0.2,6.3
75,Arapahoe,CO,0.389,0.527,281658,109638,148365,0.364,0.61,346740,126124,211498,39.64977461,-104.3353617,13956,387,626612,309190,317422,18.9,61.3,10.2,0.3,5.6,0.2,426765,69553,846,36951,489,9.9,13.2,41.4,16.7,25,7.9,9,77.4,8.5,4.4,1.5,1.3,6.8,27.7,330548,83,11.3,5.5,0.2,5.2
1750,Madison,TN,0.565,0.409,37764,21321,15438,0.558,0.427,42847,23922,18309,35.61181957,-88.84076036,3956,81,97887,46449,51438,3.7,56.5,37.1,0,1.1,0,74356,44496,2056,24600,787,20.3,30.2,32.8,19.2,25.2,6.8,16,85.8,6.7,0.9,0.8,2.9,2.9,18.6,43003,80.9,13.2,5.6,0.3,6.2
613,Comanche,OK,0.589,0.352,32504,19153,11439,0.587,0.386,35631,20905,13747,34.65973764,-98.47195055,2590,18,123066,63755,59311,12.7,56.8,16.3,4.7,2.2,0.5,90755,49569,1661,25186,962,16.7,23.5,34.1,20.5,22.8,9.5,13.2,72.2,12.7,0.8,2.6,1.6,10.2,16.7,49415,66.8,27.5,5.5,0.1,8.8
926,Floyd,GA,0.702,0.266,34250,24045,9127,0.703,0.284,38588,27120,10972,34.26268279,-85.21577392,4114,61,96471,46770,49701,10.6,71.4,14.4,0.1,1.5,0,69367,46096,2012,23929,1019,18.1,24.9,29,20.3,22,10.4,18.3,82.3,8.1,0.5,2.7,1.6,4.8,22.3,41473,82.1,13.3,4.5,0.1,7.5
2796,Trimble,KY,0.732,0.232,3788,2771,879,0.747,0.234,4319,3227,1012,38.61056487,-85.33775972,102,0,8697,4265,4432,2.9,94.5,0,0.3,0.1,0.3,6676,50998,5681,26542,2618,15.2,25.1,24.7,16.7,21.6,15.8,21.2,82.1,11.3,0,0.2,1.6,4.9,28.7,3856,79.7,13.3,6.3,0.6,10.5
492,Chippewa,WI,0.569,0.377,31471,17912,11875,0.593,0.39,35945,21316,14001,45.06939744,-91.28068855,1958,24,63445,33015,30430,1.7,93.9,1.3,0.2,1.3,0,48783,55240,2037,27020,642,10.7,13.9,30,16.7,20.5,11,21.8,82,8.4,0.1,2.3,1.2,6,21.9,31454,81.8,10.4,7.4,0.3,3.7
2183,Pawnee,NE,0.738,0.212,1314,970,279,0.749,0.225,1429,1071,322,40.13141096,-96.23705437,33,0,2704,1317,1387,1.8,95.4,0,0.2,0,0,2128,42176,3981,27196,3445,20.5,35.7,35.5,16.9,19,12.8,15.8,73.8,10,0,4.2,0.3,11.7,20.8,1205,64.6,14.4,21,0,2.7
287,Brown,WI,0.527,0.419,127497,67192,53358,0.527,0.455,144011,75865,65509,44.4526553,-88.00411844,16210,103,258004,128020,129984,8.3,81.6,2.2,2.2,3.1,0,186738,56775,1211,29874,581,11.3,15.5,34.3,16.1,24.9,8.3,16.4,83.4,7.8,0.7,2.3,1.7,4,19.1,134015,85.5,10.1,4.3,0.1,4.4
1082,Grant,WI,0.513,0.418,24051,12347,10047,0.552,0.429,25608,14142,10998,42.8671731,-90.7063218,2043,36,51742,26915,24827,1.5,95.3,1.3,0.2,0.8,0,40781,50522,1012,23753,480,15.3,15.9,30,18.3,22.2,11.9,17.7,77.5,7.8,0.3,7,1.6,5.9,20.3,26480,76,15.4,7.8,0.7,3.5
1146,Hall,TX,0.818,0.151,1089,891,164,0.852,0.143,1165,992,167,34.5307555,-100.6813852,44,1,3102,1552,1550,34.2,56.7,7.4,0.1,0.5,0,2140,31324,4587,20022,3934,22.2,27.7,20.4,25.8,23.4,25.5,4.9,82.6,12.9,0,2,1.5,0.9,15,1125,66.8,22.4,9.3,1.4,13
2986,Webster,WV,0.773,0.187,2955,2284,554,0.811,0.179,3402,2759,610,38.49370949,-80.4202023,36,0,8637,4286,4351,0,99.6,0,0.1,0,0.1,6880,33390,5886,20314,2690,26.7,36,25.5,26.3,17.3,17.4,13.5,82,7.5,0.1,2.9,3,4.4,26.7,2963,77,16,6.9,0.2,10.6
2147,Ottawa,OK,0.714,0.242,10686,7627,2584,0.747,0.235,11438,8545,2686,36.83532655,-94.81011909,1300,19,31725,15570,16155,5.4,65.6,1,15.2,0.7,0.7,23392,38472,987,19415,493,21.8,32.2,28.1,21.5,21.7,12.1,16.7,86.1,8.8,0.4,1.7,1.1,1.9,20,12898,72.6,20.6,6.4,0.4,7.2
528,Clarke,GA,0.287,0.667,44221,12691,29514,0.281,0.702,51218,14412,35969,33.95436462,-83.37124007,5865,50,123554,58788,64766,10.6,55.6,27.3,0.1,4.2,0,93727,34557,1564,21203,570,34.1,39.6,40.7,21.3,19.9,5.7,12.4,74.6,10.3,4.5,3.9,2.5,4.2,19.4,57801,71.7,23.6,4.5,0.3,7.6
1102,Greene,GA,0.621,0.362,8831,5488,3194,0.628,0.363,11247,7068,4088,33.5769205,-83.17139104,584,25,16732,8142,8590,6.1,56.4,35.8,0.1,1,0,12969,45069,3751,32890,2712,21.9,34.6,27.7,24.3,25.6,7.8,14.6,78.4,9,0.4,0.8,4.2,7.2,26.4,6122,78,15.4,6.4,0.2,6.5
19,Adams,WI,0.592,0.374,10107,5983,3780,0.623,0.366,11818,7362,4329,43.96974651,-89.76782777,587,5,20111,10770,9341,3.8,90.7,2.7,0.6,0.5,0,16837,44003,1500,24874,1297,13,23.3,23.6,22.7,21.8,12.5,19.4,78.5,12.2,0.1,1.5,1.7,6,28.3,7530,80.7,11.9,7.3,0.2,8.1
1465,Kemper,MS,0.383,0.609,4639,1778,2827,0.409,0.578,3935,1609,2275,32.75462946,-88.64105766,336,15,10082,4970,5112,1.7,34.2,60.3,3.7,0,0,8026,27016,3197,15790,1897,31.8,46.5,22.3,21.2,14.3,18.8,23.4,81,11.6,0,2.6,3.1,1.7,32.2,3538,66.5,24.7,8.7,0,6.8
1930,Moniteau,MO,0.785,0.182,6808,5344,1237,0.803,0.183,7150,5738,1307,38.63571781,-92.57976951,706,12,15904,8350,7554,4.6,89.7,3.4,0.7,0,0,11713,50897,2130,21305,1138,11.9,17.4,29,15.5,24.3,11.8,19.4,79.9,12,0.6,1.8,2.9,2.9,25.1,6715,69.6,23.8,6.4,0.2,5.7
249,Boyd,NE,0.856,0.112,1142,978,128,0.876,0.117,1153,1010,135,42.8997274,-98.76486568,78,0,2049,1038,1011,0.7,95,0.5,1.5,0.9,0,1563,48750,7047,26413,3070,9.8,5.6,43.4,12,15.2,17.5,11.9,65.1,5.4,0,8,1.1,20.5,17.2,1020,54.8,17.5,26.2,1.5,1.6
400,Carroll,VA,0.784,0.188,13587,10653,2557,0.81,0.182,15619,12659,2842,36.73066666,-80.73455942,635,29,29767,14993,14774,3.1,95,0.2,0.1,0.1,0,23614,41145,2793,23690,1939,14.6,16.9,27.1,16.8,23.3,14.1,18.8,83.9,10.9,0,1,0.1,4.1,25.8,13125,74.9,16.1,9,0,3.8
1117,Greenville,SC,0.594,0.347,211572,125595,73338,0.581,0.399,258155,150021,103030,34.89502264,-82.37295012,18207,353,490332,238009,252323,8.8,69,18,0.2,2.2,0.1,353557,53739,834,29132,426,13.5,19.3,37.9,16.4,23.8,7,14.8,83.4,9.2,0.4,1.4,1.1,4.4,22.2,233417,85.5,9.6,4.8,0.1,5.5
1634,Lexington,SC,0.656,0.288,121829,79866,35143,0.642,0.341,144568,92817,49301,33.89665987,-81.27146426,9265,214,281870,137467,144403,5.8,75.6,14.4,0.3,1.7,0.1,207250,57482,1049,29311,440,12.8,18.7,37,15,25.8,10.3,12,83.9,8.9,0.2,0.7,2.4,3.9,25.5,136891,76.9,17.9,5.1,0.1,6
954,Franklin,KY,0.495,0.449,23860,11819,10717,0.495,0.485,26059,12900,12650,38.2379395,-84.87962551,906,14,49969,24502,25467,3,81.9,9.8,0.3,1.8,0,38362,53539,1867,28001,933,13.1,19.4,37.4,14.8,25.4,8.2,14.2,84.2,10.7,0.3,1.9,0.3,2.6,19,23685,63.8,31,5,0.1,7.2
2427,Rockingham,NC,0.64,0.34,41374,26463,14057,0.656,0.335,47241,30997,15811,36.39593137,-79.77504841,2155,19,91566,44133,47433,6,72.6,18.5,0.5,0.5,0.1,70772,41700,1157,22521,701,18.5,26.7,24.7,19.5,23.6,11.1,21.1,84.9,9.8,0.1,1.2,0.6,3.5,25.6,39294,79.4,13.3,7.1,0.3,7.2
880,Essex,NY,0.482,0.448,15079,7275,6760,0.524,0.459,15185,7953,6970,44.11630765,-73.77297842,203,0,38233,19936,18297,3.2,91.8,2.9,0.2,0.5,0,31193,55294,2424,29008,1124,8.9,11.2,32.2,23.7,22,11.3,10.8,79.1,9.1,0.4,2.7,2.6,6.1,21.9,17544,70.5,20.3,9,0.2,6.7
1508,Knott,KY,0.756,0.216,5763,4357,1245,0.765,0.226,6251,4779,1412,37.35388197,-82.94981134,377,6,15690,7806,7884,0.9,97.2,0.4,0,0.1,0.1,12382,30503,3546,17670,1260,32.6,48.2,31.2,21.5,24.4,13,9.9,82.2,7.6,0.1,5.6,2.4,2,29.3,4707,71.1,23.7,5.2,0,13.6
2253,Pitkin,CO,0.243,0.697,10387,2522,7239,0.232,0.753,11829,2739,8906,39.21720112,-106.9310027,298,2,17747,9363,8384,9.8,85.7,1.2,0.2,1.4,0,13549,67755,7367,65800,16145,7.1,5.9,41.6,22.2,22.3,7.5,6.4,51.8,3.8,14.3,11.2,6.2,12.7,17.5,11435,77.7,10,12.3,0,4.3
2935,Washington,MO,0.759,0.208,9279,7047,1926,0.807,0.181,9971,8046,1804,37.96130078,-90.87948158,728,20,24968,12855,12113,1.3,94.4,2.4,0.2,0,0,19149,37810,2171,18314,986,20.2,29.6,21.4,21.3,18.9,17.9,20.6,82.5,11.5,0.5,1,1.2,3.3,33.3,9112,80,15.2,4.8,0,9.9
1375,James City,VA,0.498,0.447,42737,21284,19091,0.469,0.517,49416,23153,25553,37.31156958,-76.76950618,969,22,73028,35265,37763,5.4,75.9,12.9,0.1,2.5,0,56500,80772,3757,42047,1733,7.5,9.8,44.9,18.3,23.2,6.5,7.1,82.1,8.4,0.8,1.2,1.2,6.3,25,33064,75,20.3,4.7,0.1,4.9
3032,Williams,ND,0.801,0.137,12529,10033,1722,0.82,0.151,14285,11707,2157,48.34522353,-103.4793387,1989,18,32916,18015,14901,6.1,82.6,3.4,2.8,0.7,0,23587,89874,5659,44474,3159,9,11.1,31.3,14.2,16.5,20.6,17.4,81.3,9.6,0.2,4.9,0.6,3.5,18.5,17779,81.1,10.7,7.7,0.5,2
151,Beadle,SD,0.658,0.282,6772,4455,1912,0.679,0.298,7081,4808,2107,44.41464384,-98.27858469,1397,15,18163,9219,8944,9.1,79.5,0.4,1.4,9.3,0,11807,48995,3809,24950,963,23.7,38.4,29.7,13,23.5,9.4,24.3,80.1,11.3,1.2,2.4,1.4,3.6,13.9,9105,77.4,12.9,9.5,0.3,2.1
305,Bullock,AL,0.242,0.751,4701,1139,3530,0.248,0.747,4603,1143,3439,32.10030533,-85.71265535,655,17,10478,5616,4862,0.3,21.6,75.6,1,0.7,0,8212,29655,5376,20856,2355,28.5,50.4,19.7,17.1,18.6,14,30.6,73.1,15.7,0.3,6.2,1.7,3,29.8,4290,81.4,13.6,5,0,12.1
637,Cotton,OK,0.789,0.163,2602,2054,424,0.823,0.153,2572,2117,393,34.28845626,-98.37053567,110,3,6000,2973,3027,7.3,76.6,2,8.2,0,0,4610,49962,3189,21887,1195,15.4,13.9,32.9,15.9,24.9,12.5,13.8,79.9,12.2,0,2.6,1.3,4,23,2435,67.4,23.2,9.3,0.2,8.7
2557,Shasta,CA,0.658,0.284,61493,40447,17483,0.652,0.325,88761,57894,28889,40.76391419,-122.0396884,2122,31,178919,87753,91166,9.6,80.4,1.1,2.2,2.9,0.1,135637,47258,1104,26455,578,18.1,25.4,31.7,21.9,26.3,10.5,9.5,82,7.5,0.6,2.2,1.9,5.8,19.9,72195,73.3,16.5,10,0.2,6.8
119,Baltimore,MD,0.391,0.565,335017,131009,189437,0.376,0.607,346035,130085,210155,39.45784712,-76.62911955,21194,675,828637,392930,435707,5.1,58.7,27.5,0.2,5.9,0,607614,71810,964,37270,448,9.1,11.5,43.4,16.6,24.4,7,8.6,79.2,8.7,4.8,1.8,1.5,4,29.5,420974,77.2,17.8,4.8,0.2,5.5
424,Catahoula,LA,0.716,0.272,4856,3479,1322,0.729,0.261,4858,3541,1269,31.66778967,-91.84526385,464,15,10044,5359,4685,1.5,66,31.9,0.1,0.2,0,7790,34470,6967,20717,1656,21.8,31.9,32,19.4,20.6,18.2,9.9,91.3,5.7,0,1,1.5,0.6,23.3,3671,67,22.6,10.1,0.4,5.6
689,Custer,CO,0.672,0.26,3064,2059,797,0.679,0.308,3585,2433,1104,38.10883162,-105.3683478,24,0,4505,2200,2305,4.6,89.7,2.5,1,0,0.1,3781,41330,3601,26032,3966,15.7,25.9,30.1,24.2,11.3,24.8,9.6,66,11.5,0,2.9,0,19.6,27.1,1389,59.4,16.9,23.2,0.5,8.7
1277,Hood River,OR,0.31,0.612,10383,3223,6359,0.302,0.67,12947,3911,8671,45.51872811,-121.6552036,290,1,22938,11512,11426,31.1,64.2,0.1,0.6,1.9,0,14538,57269,3838,29595,2777,12.1,18.2,35.6,15.1,16.5,20.3,12.4,68.3,11.2,0.1,5.9,3.3,11.2,17.4,11263,78.3,12.4,9.3,0,5.1
1793,Marshall,IA,0.516,0.431,17700,9125,7623,0.528,0.451,18122,9564,8171,42.03586837,-92.9990819,2246,36,40476,20400,20076,20.7,72.5,1,0.2,3.2,0,26881,52752,1749,25693,838,11.2,16.5,26.5,18.1,19.6,10.3,25.5,76.7,14.6,0.1,3.1,1.8,3.5,17.5,19195,83,11.8,5.2,0,5.3
1540,Lafayette,LA,0.646,0.31,105599,68191,32726,0.633,0.347,114521,72519,39685,30.2049055,-92.06959876,9534,140,238230,116361,121869,4.6,66.1,25.6,0.2,1.8,0,175619,53950,1431,30656,755,16.6,21.6,35.7,18.8,24.1,10.8,10.6,83.5,9.1,0.7,1.9,1.8,3,24.1,119324,81.6,10.7,7.5,0.2,5.1
1270,Holmes,FL,0.879,0.1,8506,7476,852,0.89,0.102,9077,8079,924,30.86747479,-85.81319222,932,12,19483,10449,9034,2.7,87.1,7.3,1.1,0.2,0.2,15419,37474,4051,18402,1161,26.6,37.4,27.9,21.3,22.9,14.5,13.4,84.3,9.2,0.2,1.6,1.1,3.6,28.2,6391,71.8,20.6,7.6,0,11.5
2908,Warren,NC,0.326,0.659,10123,3302,6668,0.366,0.622,10207,3739,6344,36.39728256,-78.10652228,491,7,20190,10116,10074,3.8,38.3,50.1,5,0.4,0,16133,35443,1882,21543,1268,22.3,32.4,28.6,21.4,22.9,8.7,18.4,84.4,10.1,0.1,1.1,0.8,3.6,28.5,7346,65,26.2,8.4,0.3,8.1
2374,Red Willow,NE,0.832,0.126,5061,4212,638,0.83,0.149,5452,4525,811,40.1755688,-100.476998,284,0,10870,5552,5318,4.9,92.2,1.1,0,0.3,0,8320,42882,5099,25006,1821,11.7,17.3,28.6,20.8,24.3,10.3,16.1,82.3,6.1,0.2,2.9,2.4,6.1,12.2,5598,72.8,16.1,10.9,0.3,4.9
1929,Mohave,AZ,0.737,0.222,74189,54656,16485,0.75,0.237,104667,78534,24831,35.70471703,-113.7577902,4453,234,204691,103175,101516,15.9,78,1,2.1,1.2,0.1,160544,41567,796,23527,630,18.6,27.2,24.3,25.4,26.8,10.9,12.7,79.9,12.6,0.9,1.5,2.1,3.1,20.4,69774,78.6,14.1,7.1,0.2,10.1
2538,Sebastian,AR,0.652,0.276,44119,28769,12184,0.662,0.307,46838,31024,14371,35.19605503,-94.27162713,5104,99,127362,62180,65182,13.7,70.4,6.7,1.1,4.3,0,89587,40932,1755,23916,921,22.5,33.7,29.4,18.1,23.6,9.9,19,82.3,11.5,0.4,1.8,1.8,2.3,19,55376,85.3,9.9,4.6,0.2,5.6
1113,Greene,VA,0.625,0.308,9503,5943,2923,0.609,0.369,11270,6866,4163,38.29545894,-78.46525378,298,3,19213,9387,9826,5.7,83.3,5.9,0.2,1.3,0,14008,62952,3813,30215,2451,9.4,11.5,38.7,18.5,23.7,11.8,7.2,80.2,11.9,0.8,0.4,1.9,4.8,31.2,9209,73,18.9,7.9,0.1,6.3
210,Blaine,NE,0.872,0.096,313,273,30,0.883,0.11,317,280,35,41.91311716,-99.97677845,4,0,502,256,246,0,98,0,0,0.6,1.4,396,52000,2382,28503,4324,9.8,15.1,44.7,9.6,11.7,22.7,11.3,55.6,10.1,0.4,7.6,2.5,23.8,20.6,282,65.2,16,18.8,0,1.1
1100,Greene,AL,0.172,0.824,4862,838,4006,0.183,0.813,4771,875,3880,32.85504247,-87.95684022,351,17,8533,4058,4475,1.2,17.1,80.3,0.6,0,0,6533,20954,3315,14197,1242,38.8,67.8,22.3,18,25.9,9.2,24.6,80,12.8,0,1.1,1.9,4.1,29.7,2411,73.4,22,4.6,0,14.8
2958,Waupaca,WI,0.628,0.326,25491,16013,8303,0.651,0.333,29130,18952,9703,44.47068056,-88.96534501,2616,47,51651,26305,25346,3,94.6,0.4,0.5,0.4,0,40177,54071,1621,29423,940,11,17.3,26.6,18.7,19.2,11.7,23.7,83.3,7,0.3,3,2,4.4,23.2,26033,80.9,12.7,6.2,0.2,3.8
2846,Uvalde,TX,0.54,0.432,8936,4828,3863,0.597,0.394,10323,6160,4066,29.35739637,-99.76229172,845,37,27015,13188,13827,70.9,27.1,0.1,0.4,1,0,17424,40781,3100,19146,921,17.9,27.7,24.1,22.3,22,18.2,13.4,84.4,10.2,0,1.1,1.4,2.9,18.5,11605,70.6,20.6,8.8,0,5.9
340,Caldwell,LA,0.815,0.168,4692,3822,788,0.835,0.156,4762,3976,745,32.0902519,-92.11752148,376,3,10000,5313,4687,3.1,79.1,16.8,0.6,0.2,0,7594,31933,3546,20961,2724,26.2,34.3,23.8,25.4,24.3,14.8,11.7,84.4,7.2,0,4.4,2.3,1.7,23.7,3451,69.9,25.4,4.6,0,9.4
2613,Spartanburg,SC,0.63,0.33,120793,76101,39888,0.629,0.356,148655,93560,52926,34.92960077,-81.99225984,9414,238,297732,144327,153405,6.5,68.8,20.3,0.1,2.2,0,217947,47575,1191,24786,502,15.6,23.6,31.2,15.4,23.8,8.7,20.9,84.4,10.5,0.5,1.4,0.9,2.5,22.7,135522,83.4,12.2,4.3,0.2,6.2
1985,Morgan,GA,0.695,0.282,9435,6559,2658,0.703,0.287,11707,8230,3355,33.59232073,-83.49129491,540,6,18013,8558,9455,3.1,71.6,23.5,0.1,0.1,0,13731,59572,5141,28830,2466,13.4,19.2,31.1,15.6,22.1,12.8,18.5,77.9,11.9,0.1,1.4,1.6,7.1,25.9,8011,75.5,17.8,6.7,0,5.7
1597,Le Flore,OK,0.776,0.189,17199,13346,3245,0.809,0.175,18805,15213,3299,34.89851864,-94.70392124,1749,24,49860,25028,24832,6.8,71.9,2.3,10.1,0.4,0.1,36569,39253,1159,20264,708,22.2,29.7,26,19.4,20.8,16.1,17.7,85.7,9.3,0.1,1.5,1.1,2.3,24.2,18689,74.3,18.9,6.4,0.4,6.9
185,Benton,WA,0.597,0.329,70499,42071,23160,0.592,0.377,100997,59746,38081,46.23946995,-119.5120834,5385,135,190529,95438,95091,20.8,71.6,1.4,0.6,2.5,0.1,128595,63001,1568,30511,603,13.4,19.8,39.4,16.3,21.2,11.3,11.8,81.2,10.7,1,1.7,1.1,4.2,21.8,85352,78.4,17.3,4.3,0.1,6
1243,Henry,OH,0.668,0.27,13671,9136,3690,0.709,0.276,14482,10273,3995,41.3339642,-84.06830637,584,17,27463,13558,13905,7.5,90.2,0.5,0.1,0.4,0,20756,58070,3117,27325,998,9,12.3,30.2,15.4,17.3,11.1,25.9,88.1,7,0.3,1.3,0.8,2.5,22.3,13527,83.3,11.8,4.7,0.2,4.5
2560,Sheboygan,WI,0.555,0.388,58290,32368,22636,0.57,0.411,66003,37609,27101,43.72099677,-87.94579284,5290,31,115094,57875,57219,6.2,85.1,1.6,0.2,5.4,0,86298,56114,1555,28849,506,8.2,10.8,30,16.3,21,8.1,24.6,83.5,7.4,0.3,3,1.8,3.9,18.2,59570,87,8.5,4.3,0.1,4.4
1507,Klickitat,WA,0.545,0.393,8132,4436,3196,0.54,0.441,12720,6866,5608,45.87325839,-120.7913598,214,3,21172,10572,10600,12.1,82.2,0.3,3.2,0.6,0,15929,51258,2597,25069,1580,14.9,20.6,32.8,17.7,19.9,16.6,12.9,71.4,10.6,0,4.2,1.9,12,24.1,8242,70.3,19.3,10.2,0.2,5
1380,Jasper,MO,0.728,0.219,48179,35058,10565,0.718,0.258,52515,37714,13539,37.20351921,-94.34050458,5572,77,118522,57694,60828,7.7,84.7,2.1,1.4,1.1,0.1,85474,45328,1810,23390,757,17.3,24,30.3,17.7,24.3,9.8,17.9,84,9.2,0.4,1.5,1.2,3.8,17.7,56319,83.3,10.5,5.9,0.3,5.5
1796,Marshall,KS,0.71,0.232,4578,3250,1060,0.729,0.247,5023,3662,1239,39.78359669,-96.52278974,77,0,9859,4937,4922,2.4,95,0.3,0.3,0.3,0.3,7513,50420,2613,27908,1599,8.9,11.3,30.7,14.4,21.1,10.8,23,80.5,7.4,0.8,5.2,1.6,4.5,15.5,4875,74.6,14.5,10.6,0.3,4.1
2496,Sanilac,MI,0.699,0.253,19243,13446,4873,0.721,0.266,22446,16194,5966,43.42406072,-82.82055898,232,7,41535,20592,20943,3.7,94.1,0.6,0.3,0.4,0,32085,44417,1319,23924,618,15,21.7,27,16.5,20.4,14,22.1,78.3,10.4,0.5,3.9,1,5.9,27.5,17631,79.4,10.8,9.2,0.6,7.7
2924,Washington,FL,0.774,0.203,11144,8630,2261,0.801,0.19,12327,9876,2347,30.61359259,-85.66002461,1255,24,24472,13300,11172,3.5,77.6,15.3,1.2,0.3,0.3,19272,36989,3048,18718,1038,21,28.5,28.9,22.4,22.2,14.1,12.3,86.8,7.3,0.2,0.5,2.3,2.9,30.5,8860,69,21.4,9.4,0.2,10.1
1780,Marion,MO,0.73,0.232,12902,9418,2993,0.741,0.239,13370,9910,3201,39.80601912,-91.62203062,1008,14,28703,13841,14862,1.6,90.2,4.9,0.2,0.7,0.1,21827,44098,2536,22662,1039,18.4,24.8,30.3,18.6,20.6,12.3,18.2,83.8,7.3,0.4,3.1,1.3,4.2,18.6,13150,79.9,13.4,6.6,0.1,6.5
1900,Milam,TX,0.737,0.237,8607,6340,2042,0.755,0.235,10523,7950,2475,30.7858183,-96.97718698,550,8,24479,12194,12285,25.8,62.9,8.4,0.1,0.5,0,17688,41768,2688,22911,1288,16,25.5,28.9,17.8,20.5,18,14.8,80.8,13.3,0.3,0.6,0.3,4.7,27.2,9527,73.1,19.3,7.4,0.3,5.5
1428,Johnson,IL,0.772,0.189,6017,4644,1135,0.784,0.199,6442,5052,1280,37.45939802,-88.88165419,408,0,12899,7342,5557,3.3,84.7,11.1,0.1,0.1,0,10465,45743,3322,20726,1354,13.9,15.8,36.4,20.3,21.3,10.9,11.2,83.4,5.2,0.1,4.2,1.3,5.9,25,4165,67.8,25.2,6.7,0.3,7.5
1144,Hall,GA,0.737,0.23,70133,51681,16153,0.709,0.277,90523,64170,25031,34.32207823,-83.81896936,10845,179,192865,96103,96762,27.8,61.6,7.3,0.2,1.7,0,119990,55622,1940,26283,697,16.1,24.8,28.5,14.4,24.1,10.9,22.1,81,11.4,0.3,1,2.3,4,26.3,90062,84.1,10.6,5.2,0.1,4.6
733,DeKalb,AL,0.835,0.141,26086,21779,3682,0.844,0.146,29322,24744,4271,34.45946862,-85.80782906,3691,30,71194,35328,35866,14.3,80.8,1.4,1.2,0.3,0.1,49579,38842,2154,20020,899,21.5,31,23.7,15.2,20.8,12.4,28,86.5,9.8,0,0.9,0.6,2.1,23.2,28416,78,12.1,9.7,0.1,5.1
242,Bourbon,KS,0.729,0.221,5918,4314,1306,0.75,0.23,6550,4910,1505,37.85508555,-94.84865997,306,3,14757,7315,7442,2.5,90.5,3.2,0.7,0.9,0,10929,39379,3355,20707,1127,17.6,26,29.5,20.1,22,10.6,17.7,78.9,9.9,0.1,4,1.4,5.6,17.1,6414,78.2,15.4,6.3,0.1,2.2
532,Clatsop,OR,0.429,0.49,18158,7794,8899,0.425,0.542,23519,10001,12740,45.99712889,-123.660711,257,0,38021,18909,19112,8.3,86,0.7,0.3,0.9,0.3,29388,49828,1932,28115,1087,12.2,14.6,30,22.9,26,10.2,11,73.1,10.4,0.8,7.3,3.2,5.2,19.1,17121,75.9,15.5,8.3,0.3,6.5
2839,Union,TN,0.81,0.163,6204,5024,1010,0.837,0.154,8096,6777,1248,36.28590426,-83.83651902,565,4,19176,9516,9660,1.5,96.6,0.4,0,0.1,0.2,14823,40132,3726,20478,1560,21.6,31.9,20.8,16.5,26.2,14.7,21.9,85.4,8.6,0,0.2,0.6,5.2,33.6,7240,78.7,11,9,1.2,7.2
